Name,Brand,Model,Inches,Price,DisplayType,Display,Resolution,Features,Connectivity,Design
toshiba 43c350mp 43 inch (109 cm) led 4k tv,toshiba,43c350mp 4,43,23999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","963 x 560 x 83 mm
Weight: 7 kg
Colour: Silver"
toshiba 75c350mp 75 inch (190 cm) led 4k tv,toshiba,75c350mp 7,75,79999,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Web Browser
Voice Control","Sound Output: 36 W
2 USB Ports
3 HDMI Ports","1677 x 961 x 85 mm
Weight: 26 kg
Colour: Black"
toshiba 55c350mp 55 inch (139 cm) led 4k tv,toshiba,55c350mp 5,55,32999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1233 x 711 x 74 mm
Weight: 11.3 kg
Colour: Silver"
toshiba 50c350mp 50 inch (127 cm) led 4k tv,toshiba,50c350mp 5,50,29999,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1117 x 646 x 74 mm
Weight: 9.8 kg
Colour: Silver"
toshiba 43c350lp 43 inch (109 cm) led 4k tv,toshiba,43c350lp 4,43,27999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 24 W
2 USB Ports
3 HDMI Ports",Colour: Silver
toshiba 50c350lp 50 inch (127 cm) led 4k tv,toshiba,50c350lp 5,50,33999,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1117 x 646 x 74 mm
Weight: 9.8 kg
Colour: Silver"
toshiba 55c350lp 55 inch (139 cm) led 4k tv,toshiba,55c350lp 5,55,38668,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1233 x 711 x 74 mm
Weight: 11.3 kg
Colour: Silver"
blaupunkt cyber sound 65csa7030 65 inch (165 cm) led 4k tv,blaupunkt,cyber sound 65csa7030 6,65,47999,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control
Smart Remote","Sound Output: 60 W
3 HDMI Ports","1227 x 715 x 76 mm
Weight: 10.5 kg
Colour: Black,Silver"
blaupunkt 43csa7070 43 inch (109 cm) led 4k tv,blaupunkt,43csa7070 4,43,24999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Gesture Control
Voice Control","Sound Output: 50 W
2 USB Ports
2 HDMI Ports","960 x 562 x 75 mm
Colour: Black"
hisense 55a6k 55 inch (139 cm) led 4k tv,hisense,55a6k 5,55,31999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 24 W
2 USB Ports
3 HDMI Ports",Colour: Black
hisense 43a6k 43 inch (109 cm) led 4k tv,hisense,43a6k 4,43,27999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 24 W
2 USB Ports
3 HDMI Ports",Colour: Black
hisense 50a6k 50 inch (127 cm) led 4k tv,hisense,50a6k 5,50,29999,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 24 W
2 USB Ports
3 HDMI Ports",Colour: Black
hisense 50a6h 50 inch (127 cm) led 4k tv,hisense,50a6h 5,50,32990,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
hisense 50e7k 50 inch (127 cm) qled 4k tv,hisense,50e7k 5,50,29999,qled 4k tv,"50"" (127 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1117 x 646 x 74 mm
Weight: 9.8 kg
Colour: Black"
hisense 43e7k 43 inch (109 cm) qled 4k tv,hisense,43e7k 4,43,28999,qled 4k tv,"43"" (109.22 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","963 x 560 x 74 mm
Weight: 7.4 kg
Colour: Black"
dyanora dy-ld24h0n 24 inch (60 cm) led hd-ready tv,dyanora,dy-ld24h0n 2,24,5999,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"1 USB Port, 1 HDMI Port","90 x 335 x 550 mm
Colour: Black"
motorola 43sauhdm 43 inch (109 cm) led 4k tv,motorola,43sauhdm 4,43,22499,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","958.2 x 595.2 x 90.5 mm
Weight: 7 kg
Colour: Black"
dyanora sigma dy-ld24h1s 24 inch (60 cm) led hd-ready tv,dyanora,sigma dy-ld24h1s 2,24,6999,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Web Browser","Sound Output: 20 W
2 USB Ports
2 HDMI Ports","555 x 335 x 30 mm
Colour: Black"
dyanora dy-ld43u0s 43 inch (109 cm) led 4k tv,dyanora,dy-ld43u0s 4,43,19499,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","970 x 620 x 89 mm
Colour: Black"
hisense 43a71f 43 inch (109 cm) led 4k tv,hisense,43a71f 4,43,27990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","961 x 560 x 84 mm
Weight: 6.8 kg
Colour: Black"
hisense 65e7k 65 inch (165 cm) qled 4k tv,hisense,65e7k 6,65,49999,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1452 x 834 x 74 mm
Weight: 16.6 kg
Colour: Black"
samsung ua43te50aak 43 inch (109 cm) led full hd tv,samsung,ua43te50aak 4,43,32990,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","979.9 x 571.9 x 77.3 mm
Weight: 8 kg
Colour: Black"
motorola envision 55uhdadmxsbe 55 inch (139 cm) led 4k tv,motorola,envision 55uhdadmxsbe 5,55,29999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1225 x 718 x 93 mm
Colour: Black"
motorola revou 2 32hdadmvvee 32 inch (81 cm) led hd-ready tv,motorola,revou 2 32hdadmvvee 3,32,10999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768",1366x768,"Apps and Games
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","722 x 430 x 87 mm
Weight: 4 kg
Colour: Silver"
motorola revou 2 55uhdadmvvge 55 inch (139 cm) led 4k tv,motorola,revou 2 55uhdadmvvge 5,55,30999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Smart Remote","Sound Output: 24 W
2 USB Ports
4 HDMI Ports","1230 x 715 x 90 mm
Weight: 12.6 kg
Colour: Silver"
motorola revou 2 50uhdadmvvge 50 inch (127 cm) led 4k tv,motorola,revou 2 50uhdadmvvge 5,50,27499,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Smart Remote","Sound Output: 24 W
2 USB Ports
4 HDMI Ports","1110 x 603 x 90 mm
Weight: 9 kg
Colour: Silver"
panasonic th-32ms660dx 32 inch (81 cm) led hd-ready tv,panasonic,th-32ms660dx 3,32,14990,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
panasonic th-43ms660dx 43 inch (109 cm) led hd-ready tv,panasonic,th-43ms660dx 4,43,27499,led hd-ready tv,"43"" (109.22 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
xiaomi mi tv q1 75 inch (190 cm) qled 4k tv,xiaomi,mi tv q1 7,75,109999,qled 4k tv,"75"" (190.5 cm), QLED
4K, 38480x2160
120 Hz Refresh Rate",8480x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","Weight: 31.1 kg
Colour: Black"
lg 43lm5600ptc 43 inch (109 cm) led full hd tv,lg,43lm5600ptc 4,43,32490,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
50 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","977 x 575 x 80.8 mm
Weight: 8 kg
Colour: Black"
blaupunkt quantum dot 43qd7050 43 inch (109 cm) qled 4k tv,blaupunkt,quantum dot 43qd7050 4,43,21999,qled 4k tv,"43"" (109.22 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 50 W
2 USB Ports
3 HDMI Ports","970 x 550 x 100 mm
Colour: Black"
blaupunkt 55qd7020 55 inch (139 cm) qled 4k tv,blaupunkt,55qd7020 5,55,33999,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 40 W
2 USB Ports
2 HDMI Ports",Colour: Black
vu 43ca 43 inch (109 cm) led 4k tv,vu,43ca 4,43,24999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
2 USB Ports
3 HDMI Ports","963 x 594 x 81 mm
Weight: 7.1 kg
Colour: Black"
blaupunkt 50qd7010 50 inch (127 cm) qled 4k tv,blaupunkt,50qd7010 5,50,28999,qled 4k tv,"50"" (127 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 40 W
2 USB Ports
2 HDMI Ports",Colour: Black
blaupunkt 65qd7030 65 inch (165 cm) qled 4k tv,blaupunkt,65qd7030 6,65,47999,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 40 W
2 USB Ports
2 HDMI Ports",Colour: Black
xiaomi mi tv q1 55 inch (139 cm) qled 4k tv,xiaomi,mi tv q1 5,55,59999,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 30 W
2 USB Ports
2 HDMI Ports","1230.4 x 710 x 71.3 mm
Weight: 13.94 kg
Colour: Grey"
motorola envisionx 55uhdgqmbsgq 55 inch (139 cm) qled 4k tv,motorola,envisionx 55uhdgqmbsgq 5,55,29999,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1230 x 718 x 94 mm
Weight: 10.65 kg
Colour: Black"
hisense 55u7h 55 inch (139 cm) qled 4k tv,hisense,55u7h 5,55,54999,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
1 HDMI Ports",Colour: Black
hisense 65u7h 65 inch (165 cm) qled 4k tv,hisense,65u7h 6,65,76999,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports",Colour: Black
sony bravia kd-55x80aj 55 inch (139 cm) led 4k tv,sony,bravia kd-55x80aj 5,55,65999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1243 x 719 x 71 mm
Weight: 15.7 kg
Colour: Black"
lg 43uq7550psf 43 inch (109 cm) led 4k tv,lg,43uq7550psf 4,43,34990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
3 USB Ports
2 HDMI Ports","973 x 572 x 85 mm
Weight: 8 kg
Colour: Black"
lg 55uq7550psf 55 inch (139 cm) led 4k tv,lg,55uq7550psf 5,55,47776,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1244 x 726 x 87.1 mm
Weight: 14.3 kg
Colour: Black"
motorola envisionx 65uhdgqmbsgq 65 inch (165 cm) qled 4k tv,motorola,envisionx 65uhdgqmbsgq 6,65,43999,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1450 x 840 x 98 mm
Weight: 18.4 kg
Colour: Black"
beethosol ledstvbg3284hd27-dn 32 inch (81 cm) led hd-ready tv,beethosol,ledstvbg3284hd27-dn 3,32,8049,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 24 W
2 USB Ports
1 HDMI Ports",Colour: Black
dyanora dy-ld50u1s 50 inch (127 cm) led 4k tv,dyanora,dy-ld50u1s 5,50,26499,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 60 W
2 USB Ports
3 HDMI Ports","1112 x 645 x 30 mm
Colour: Black"
beethosol ledsmtbg4389fhdz37-dn 43 inch (109 cm) led full hd tv,beethosol,ledsmtbg4389fhdz37-dn 4,43,15149,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,Apps,"Sound Output: 24 W
2 USB Ports
2 HDMI Ports",Colour: Black
beethosol atvbg24hdek 24 inch (60 cm) led hd-ready tv,beethosol,atvbg24hdek 2,24,5299,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"2 USB Ports, 1 HDMI Port",Colour: Grey
marq 24hdndqppab 24 inch (60 cm) led hd-ready tv,marq,24hdndqppab 2,24,5499,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"2 USB Ports, 2 HDMI Ports","557 x 33.5 x 80 mm
Colour: Black"
compaq hueq x cqv55ax1ud 55 inch (139 cm) led 4k tv,compaq,hueq x cqv55ax1ud 5,55,48999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 24 W
2 USB Ports
3 HDMI Ports",Colour: Black
compaq hueq x cq4300fhdab 43 inch (109 cm) led full hd tv,compaq,hueq x cq4300fhdab 4,43,14999,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Voice Control","Sound Output: 24 W
2 USB Ports
3 HDMI Ports",Colour: Black
xiaomi mi tv 4x 65 inch (165 cm) led 4k tv,xiaomi,mi tv 4x 6,65,54999,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","Weight: 18.2 kg
Colour: Black"
hisense 75a6h 75 inch (190 cm) led 4k tv,hisense,75a6h 7,75,99999,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
motorola envisionx 43fhdgdmbsxp 43 inch (109 cm) led full hd tv,motorola,envisionx 43fhdgdmbsxp 4,43,16999,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,Apps,"Sound Output: 20 W
2 USB Ports
2 HDMI Ports","955 x 562 x 88 mm
Weight: 5.96 kg
Colour: Black"
motorola envisionx 40fhdgdmbsxp 40 inch (101 cm) led full hd tv,motorola,envisionx 40fhdgdmbsxp 4,40,18999,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,Apps,"Sound Output: 20 W
2 USB Ports
2 HDMI Ports","893 x 515 x 88 mm
Weight: 5.16 kg
Colour: Black"
motorola envisionx 32hdgdmwsbe 32 inch (81 cm) led hd-ready tv,motorola,envisionx 32hdgdmwsbe 3,32,11999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","720 x 430 x 85 mm
Colour: Black"
sens pikaso sens55wasuhd 55 inch (139 cm) led 4k tv,sens,pikaso sens55wasuhd 5,55,25999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
sens sens43wasuhd 43 inch (109 cm) led 4k tv,sens,sens43wasuhd 4,43,19999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
sony bravia kd-55x80j 55 inch (139 cm) led 4k tv,sony,bravia kd-55x80j 5,55,74890,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1243 x 719 x 71 mm
Weight: 15.7 kg
Colour: Black"
samsung the frame qa65ls03bak 65 inch (165 cm) qled 4k tv,samsung,the frame qa65ls03bak 6,65,134990,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
100 Hz Refresh Rate",3840x2160,"and Games
Voice Control
Smart Remote","Sound Output: 40 W
2 USB Ports
4 HDMI Ports","1456.8 x 831.9 x 24.9 mm
Weight: 22.4 kg
Colour: Black"
samsung the frame qa55ls03bak 55 inch (139 cm) qled 4k tv,samsung,the frame qa55ls03bak 5,55,99990,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
100 Hz Refresh Rate",3840x2160,"and Games
Voice Control
Smart Remote","Sound Output: 40 W
2 USB Ports
4 HDMI Ports","1237.9 x 708.8 x 24.9 mm
Weight: 16.9 kg
Colour: Black"
samsung the frame qa50ls03bak 50 inch (127 cm) qled 4k tv,samsung,the frame qa50ls03bak 5,50,79990,qled 4k tv,"50"" (127 cm), QLED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1124.1 x 644.9 x 24.9 mm
Weight: 11.8 kg
Colour: Black"
tcl 43t6g 43 inch (109 cm) qled 4k tv,tcl,43t6g 4,43,28990,qled 4k tv,"43"" (109.22 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 30 W
1 USB Ports
3 HDMI Ports","957 x 603 x 80 mm
Colour: Grey"
tcl 50t6g 50 inch (127 cm) qled 4k tv,tcl,50t6g 5,50,33990,qled 4k tv,"50"" (127 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Smart Remote","Sound Output: 30 W
1 USB Ports
3 HDMI Ports","645 x 110 x 81 mm
Colour: Black"
lg 43up7720pty 43 inch (109 cm) led 4k tv,lg,43up7720pty 4,43,37070,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","967 x 564 x 57.1 mm
Weight: 10.9 kg
Colour: Other"
toshiba 55m550lp 55 inch (139 cm) qled 4k tv,toshiba,55m550lp 5,55,39999,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Smart Remote","Sound Output: 49 W
2 USB Ports
3 HDMI Ports","1228 x 713 x 81 mm
Weight: 14 kg
Colour: Black"
toshiba 65m550lp 65 inch (165 cm) qled 4k tv,toshiba,65m550lp 6,65,56999,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Smart Remote","Sound Output: 49 W
2 USB Ports
3 HDMI Ports","1447 x 836 x 81 mm
Weight: 18.5 kg
Colour: Black"
hisense 70a71f 70 inch (177 cm) led 4k tv,hisense,70a71f 7,70,91999,led 4k tv,"70"" (177.8 cm), LED
4K, 384x2160
60 Hz Refresh Rate",384x2160,"Apps and Games
Voice Control
Facebook","Sound Output: 36 W
2 USB Ports
3 HDMI Ports","1577 x 883 x 84 mm
Weight: 21 kg
Colour: Black"
acer h series ar43ar2851udpro 43 inch (109 cm) led 4k tv,acer,h series ar43ar2851udpro 4,43,36990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 60 W
2 USB Ports
3 HDMI Ports","963 x 564 x 110 mm
Weight: 7.4 kg
Colour: Black"
kodak 50mt5011 50 inch (127 cm) qled 4k tv,kodak,50mt5011 5,50,28999,qled 4k tv,"50"" (127 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 40 W
2 USB Ports
2 HDMI Ports",Colour: Black
kodak 65mt5033 65 inch (165 cm) qled 4k tv,kodak,65mt5033 6,65,46999,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 40 W
3 HDMI Ports","1470 x 830 x 125 mm
Colour: Black"
lg 55up7720pty 55 inch (139 cm) led 4k tv,lg,55up7720pty 5,55,51999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","1235 x 715 x 57.5 mm
Weight: 18.8 kg
Colour: Other"
lg 65up7720pty 65 inch (165 cm) led 4k tv,lg,65up7720pty 6,65,74990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","1454 x 838 x 57.7 mm
Weight: 27.6 kg
Colour: Other"
thomson 43tm4377 43 inch (109 cm) led 4k tv,thomson,43tm4377 4,43,27999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
acer i series ar65gr2851udfl 65 inch (165 cm) led 4k tv,acer,i series ar65gr2851udfl 6,65,50999,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 40 W
2 USB Ports
3 HDMI Ports","1446 x 835 x 86 mm
Weight: 17.20 kg
Colour: Grey"
acer i series ar75gr2851udfl 75 inch (190 cm) led 4k tv,acer,i series ar75gr2851udfl 7,75,79999,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 40 W
2 USB Ports
3 HDMI Ports","1670 x 960 x 88 mm
Weight: 23.50 kg
Colour: Grey"
marq 24hdcdqee1b 24 inch (60 cm) led hd-ready tv,marq,24hdcdqee1b 2,24,7099,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 20 W
2 USB Ports
2 HDMI Ports","555 x 366 x 165 mm
Colour: Black"
marq 43fhdcdqee1b 43 inch (109 cm) led full hd tv,marq,43fhdcdqee1b 4,43,15249,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,,"2 USB Ports, 2 HDMI Ports, Ethernet, Wi-Fi","958 x 614 x 200 mm
Colour: Black"
beethosol ledstvbg3273hd27-dn 32 inch (81 cm) led hd-ready tv,beethosol,ledstvbg3273hd27-dn 3,32,8049,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Web Browser","Sound Output: 24 W
2 USB Ports
2 HDMI Ports","720 x 425 x 85.7 mm
Colour: Black"
motorola envisionx 43uhdgdmbsxp 43 inch (109 cm) led 4k tv,motorola,envisionx 43uhdgdmbsxp 4,43,22999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","958 x 565 x 88 mm
Weight: 6.09 kg
Colour: Black"
sony bravia kd-55x75k 55 inch (139 cm) led 4k tv,sony,bravia kd-55x75k 5,55,60980,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1243 x 729 x 84 mm
Weight: 13.9 kg
Colour: Black"
acer v series ar50gr2851vqd 50 inch (127 cm) qled 4k tv,acer,v series ar50gr2851vqd 5,50,30999,qled 4k tv,"50"" (127 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","1120 x 652 x 89 mm
Colour: Black"
tcl 55c715 55 inch (139 cm) qled 4k tv,tcl,55c715 5,55,54990,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","Weight: 13.8 kg
Colour: Black"
