Name,Brand,Model,Inches,Price,Price_Category,DisplayType,Resolution,Colour,Width,Height,PPI,Original_Brand
tcl 55p615 55 inch (139 cm) led 4k tv,Tcl,55p615 5,55,36399,Mid-range,4K,3840x2160,Black,3840,2160,80.11,tcl
tcl 50p715 50 inch (127 cm) led 4k tv,Tcl,50p715 5,50,45000,Mid-range,4K,3840x2160,Black,3840,2160,88.12,tcl
iffalcon iff55q73 55 inch (139 cm) qled 4k tv,Iffalcon,iff55q73 5,55,33999,Mid-range,4K,3840x2160,Grey,3840,2160,80.11,iffalcon
iffalcon iff65q73 65 inch (165 cm) qled 4k tv,Iffalcon,iff65q73 6,65,49999,Mid-range,4K,3840x2160,Grey,3840,2160,67.78,iffalcon
sony bravia kd-55x80k 55 inch (139 cm) led 4k tv,Sony,bravia kd-55x80k 5,55,73990,High-end,4K,3840x2160,Black,3840,2160,80.11,sony
sony bravia kd-65x80k 65 inch (165 cm) led 4k tv,Sony,bravia kd-65x80k 6,65,94990,High-end,4K,3840x2160,Black,3840,2160,67.78,sony
sony bravia kd-43x80k 43 inch (109 cm) led 4k tv,Sony,bravia kd-43x80k 4,43,62990,High-end,4K,3840x2160,Black,3840,2160,102.46,sony
sony bravia kd-50x80k 50 inch (127 cm) led 4k tv,Sony,bravia kd-50x80k 5,50,75990,High-end,4K,3840x2160,Black,3840,2160,88.12,sony
sony bravia xr-55x90k 55 inch (139 cm) led 4k tv,Sony,bravia xr-55x90k 5,55,104490,Premium,4K,3840x2160,Black,3840,2160,80.11,sony
sony bravia xr-75x90k 75 inch (190 cm) led 4k tv,Sony,bravia xr-75x90k 7,75,249990,Luxury,4K,3840x2160,Black,3840,2160,58.74,sony
croma crel032hof024601 32 inch (81 cm) led hd-ready tv,Croma,crel032hof024601 3,32,12990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,croma
sony bravia kd-55x75l 55 inch (139 cm) led 4k tv,Sony,bravia kd-55x75l 5,55,61999,High-end,4K,3840x2160,Black,3840,2160,80.11,sony
foxsky 32fsn 32 inch (81 cm) led full hd tv,Foxsky,32fsn 3,32,6999,Budget,Full HD,1366x768,Black,1366,768,48.97,foxsky
sony bravia klv-43w672g 43 inch (109 cm) led full hd tv,Sony,bravia klv-43w672g 4,43,43200,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,sony
hisense 65u7k 65 inch (165 cm) mini led 4k tv,Hisense,65u7k 6,65,84999,High-end,LED 4K,3840x2160,Black,3840,2160,67.78,hisense
kodak 32se5001bl 32 inch (81 cm) led hd-ready tv,Kodak,32se5001bl 3,32,8499,Budget,HD-Ready,1366x768,Black,1366,768,48.97,kodak
kodak 24se5002 24 inch (60 cm) led hd-ready tv,Kodak,24se5002 2,24,6399,Budget,HD-Ready,1366x768,Black,1366,768,65.3,kodak
sansui jsw40asfhd 40 inch (101 cm) led full hd tv,Sansui,jsw40asfhd 4,40,18999,Affordable,Full HD,1920x1080,Black,1920,1080,55.07,sansui
lg 65nano73sqa 65 inch (165 cm) led 4k tv,Lg,65nano73sqa 6,65,75990,High-end,4K,3840x2160,Black,3840,2160,67.78,lg
sony bravia kd-65x75l 65 inch (165 cm) led 4k tv,Sony,bravia kd-65x75l 6,65,79990,High-end,4K,3840x2160,Black,3840,2160,67.78,sony
toshiba 55m650mp 55 inch (139 cm) mini led 4k tv,Toshiba,55m650mp 5,55,49999,Mid-range,LED 4K,3840x2160,Silver,3840,2160,80.11,toshiba
toshiba 65m650mp 65 inch (165 cm) mini led 4k tv,Toshiba,65m650mp 6,65,64999,High-end,LED 4K,3840x2160,Silver,3840,2160,67.78,toshiba
sony bravia kd-43x80j 43 inch (109 cm) led 4k tv,Sony,bravia kd-43x80j 4,43,57990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,sony
sony bravia kd-65x80j 65 inch (165 cm) led 4k tv,Sony,bravia kd-65x80j 6,65,94990,High-end,4K,3840x2160,Black,3840,2160,67.78,sony
lg 43nano73tpz 43 inch (109 cm) led 4k tv,Lg,43nano73tpz 4,43,38999,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
foxsky 43fs-vs 43 inch (109 cm) led full hd tv,Foxsky,43fs-vs 4,43,14999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,foxsky
acer i series ar43gr2841fdfl 43 inch (109 cm) led full hd tv,Acer,i series ar43gr2841fdfl 4,43,20999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,acer
nu led43fwa1 43 inch (109 cm) led full hd tv,Nu,led43fwa1 4,43,22990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,nu
nu led32hwa1 32 inch (81 cm) led hd-ready tv,Nu,led32hwa1 3,32,10990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,nu
lg 55nano73sqa 55 inch (139 cm) led 4k tv,Lg,55nano73sqa 5,55,87990,High-end,4K,3840x2160,Black,3840,2160,80.11,lg
hisense 43a4g 43 inch (109 cm) led full hd tv,Hisense,43a4g 4,43,21990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,hisense
hisense 32a4g 32 inch (81 cm) led hd-ready tv,Hisense,32a4g 3,32,13999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,hisense
motorola envisionx 55uhdgqmws5q 55 inch (139 cm) qled 4k tv,Motorola,envisionx 55uhdgqmws5q 5,55,34999,Mid-range,4K,3840x2160,Grey,3840,2160,80.11,motorola
toshiba 50m550mp 50 inch (127 cm) qled 4k tv,Toshiba,50m550mp 5,50,54999,Mid-range,4K,3840x2160,Black,3840,2160,88.12,toshiba
nu led43uwa1 43 inch (109 cm) led 4k tv,Nu,led43uwa1 4,43,18990,Affordable,4K,3840x2160,Black,3840,2160,102.46,nu
cooaa 32z72 32 inch (81 cm) led hd-ready tv,Cooaa,32z72 3,32,10499,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,cooaa
cooaa 43z72 43 inch (109 cm) led full hd tv,Cooaa,43z72 4,43,16999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,cooaa
sony bravia kd-43x75l 43 inch (109 cm) led 4k tv,Sony,bravia kd-43x75l 4,43,46540,Mid-range,4K,3840x2160,Black,3840,2160,102.46,sony
foxsky 50fs-vs 50 inch (127 cm) led 4k tv,Foxsky,50fs-vs 5,50,21999,Affordable,4K,3840x2160,Black,3840,2160,88.12,foxsky
foxsky 65fs-vs 65 inch (165 cm) led 4k tv,Foxsky,65fs-vs 6,65,39999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,foxsky
blaupunkt 40sigma703bl 40 inch (101 cm) led full hd tv,Blaupunkt,40sigma703bl 4,40,13999,Affordable,Full HD,1920x1080,Black,1920,1080,55.07,blaupunkt
blaupunkt 24sigma707 24 inch (60 cm) led hd-ready tv,Blaupunkt,24sigma707 2,24,6499,Budget,HD-Ready,1366x768,Black,1366,768,65.3,blaupunkt
sony bravia kd-32w830k 32 inch (81 cm) led hd-ready tv,Sony,bravia kd-32w830k 3,32,26990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,sony
sansui jsw55gsqled 55 inch (139 cm) qled 4k tv,Sansui,jsw55gsqled 5,55,38990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,sansui
onida 32iv 32 inch (81 cm) led hd-ready tv,Onida,32iv 3,32,13409,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,onida
lg oled48a2psa 48 inch (121 cm) oled 4k tv,Lg,oled48a2psa 4,48,119999,Premium,4K,3840x2160,Black,3840,2160,91.79,lg
sony bravia xr-55a80k 55 inch (139 cm) oled 4k tv,Sony,bravia xr-55a80k 5,55,152990,Premium,4K,3840x2160,Black,3840,2160,80.11,sony
onida nexg 43uig 43 inch (109 cm) led 4k tv,Onida,nexg 43uig 4,43,22999,Affordable,4K,3840x2160,Black,3840,2160,102.46,onida
sansui jsw65gsqled 65 inch (165 cm) qled 4k tv,Sansui,jsw65gsqled 6,65,56999,Mid-range,4K,3840x2160,Silver,3840,2160,67.78,sansui
acer h pro series ar50gr2851udpro 50 inch (127 cm) led 4k tv,Acer,h pro series ar50gr2851udpro 5,50,29999,Affordable,4K,3840x2160,Black,3840,2160,88.12,acer
xiaomi oled vision 55 inch (139 cm) oled 4k tv,Xiaomi,oled vision 5,55,74999,High-end,4K,3840x2160,Black,3840,2160,80.11,xiaomi
sony bravia kd-43x75 43 inch (109 cm) led 4k tv,Sony,bravia kd-43x75 4,43,44990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,sony
acer h pro series ar43gr2851udpro 43 inch (109 cm) led 4k tv,Acer,h pro series ar43gr2851udpro 4,43,24999,Affordable,4K,3840x2160,Black,3840,2160,102.46,acer
acer h pro series ar55gr2851udpro 55 inch (139 cm) led 4k tv,Acer,h pro series ar55gr2851udpro 5,55,33999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,acer
sony bravia kd-50x75l 50 inch (127 cm) led 4k tv,Sony,bravia kd-50x75l 5,50,57940,Mid-range,4K,3840x2160,Black,3840,2160,88.12,sony
sony bravia kd-65x82l 65 inch (165 cm) led 4k tv,Sony,bravia kd-65x82l 6,65,104490,Premium,4K,3840x2160,Black,3840,2160,67.78,sony
sony bravia kd-75x82l 75 inch (190 cm) led 4k tv,Sony,bravia kd-75x82l 7,75,147240,Premium,4K,3840x2160,Black,3840,2160,58.74,sony
sony bravia kd-32w830 32 inch (81 cm) led hd-ready tv,Sony,bravia kd-32w830 3,32,29500,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,sony
haier le43w4000 43 inch (109 cm) led full hd tv,Haier,le43w4000 4,43,23990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,haier
lg oled55a2psa 55 inch (139 cm) oled 4k tv,Lg,oled55a2psa 5,55,94990,High-end,4K,3840x2160,Black,3840,2160,80.11,lg
sony bravia kd-50x75 50 inch (127 cm) led 4k tv,Sony,bravia kd-50x75 5,50,56890,Mid-range,4K,3840x2160,Black,3840,2160,88.12,sony
hisense 75u7k 75 inch (190 cm) mini led 4k tv,Hisense,75u7k 7,75,159999,Premium,LED 4K,3840x2160,Black,3840,2160,58.74,hisense
hisense 55u7k 55 inch (139 cm) mini led 4k tv,Hisense,55u7k 5,55,59999,Mid-range,LED 4K,3840x2160,Black,3840,2160,80.11,hisense
dyanora dy-ld43f1s 43 inch (109 cm) led full hd tv,Dyanora,dy-ld43f1s 4,43,13999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,dyanora
cooaa 43y72 43 inch (109 cm) led 4k tv,Cooaa,43y72 4,43,21999,Affordable,4K,3840x2160,Black,3840,2160,102.46,cooaa
cooaa 65y72 65 inch (165 cm) led 4k tv,Cooaa,65y72 6,65,42999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,cooaa
cooaa 50s3n 50 inch (127 cm) led 4k tv,Cooaa,50s3n 5,50,22999,Affordable,4K,3840x2160,Black,3840,2160,88.12,cooaa
dyanora au series dy-ld32h1s 32 inch (81 cm) led hd-ready tv,Dyanora,au series dy-ld32h1s 3,32,10999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,dyanora
foxsky 24fsns 24 inch (60 cm) led full hd tv,Foxsky,24fsns 2,24,5499,Budget,Full HD,1920x1080,Black,1920,1080,91.79,foxsky
sony bravia kdl-43w6600 43 inch (109 cm) led full hd tv,Sony,bravia kdl-43w6600 4,43,40839,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,sony
samsung qa55ls01tak 55 inch (139 cm) qled 4k tv,Samsung,qa55ls01tak 5,55,88990,High-end,4K,3840x2160,Other,3840,2160,80.11,samsung
croma crel055usa024601 55 inch (139 cm) led 4k tv,Croma,crel055usa024601 5,55,28990,Affordable,4K,3840x2160,Black,3840,2160,80.11,croma
tcl 32s5200 32 inch (81 cm) led hd-ready tv,Tcl,32s5200 3,32,15150,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,tcl
xelectron 24stv 24 inch (60 cm) led hd-ready tv,Xelectron,24stv 2,24,5999,Budget,HD-Ready,1366x768,Black,1366,768,65.3,xelectron
xelectron 32stv 32 inch (81 cm) led hd-ready tv,Xelectron,32stv 3,32,7499,Budget,HD-Ready,1366x768,Black,1366,768,48.97,xelectron
tcl 65c725 65 inch (165 cm) qled 4k tv,Tcl,65c725 6,65,78990,High-end,4K,3840x2160,Black,3840,2160,67.78,tcl
tcl 55c725 55 inch (139 cm) qled 4k tv,Tcl,55c725 5,55,40990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,tcl
lg oled55a3psa 55 inch (139 cm) oled 4k tv,Lg,oled55a3psa 5,55,99990,High-end,4K,3840x2160,Black,3840,2160,80.11,lg
lg oled65a3psa 65 inch (165 cm) oled 4k tv,Lg,oled65a3psa 6,65,159990,Premium,4K,3840x2160,Black,3840,2160,67.78,lg
sansui jsk43lsfhd 43 inch (109 cm) led full hd tv,Sansui,jsk43lsfhd 4,43,19999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,sansui
candy ca43u50led 43 inch (109 cm) led 4k tv,Candy,ca43u50led 4,43,24990,Affordable,4K,3840x2160,Grey,3840,2160,102.46,candy
candy ca55u50led 55 inch (139 cm) led 4k tv,Candy,ca55u50led 5,55,32990,Mid-range,4K,3840x2160,Silver,3840,2160,80.11,candy
candy ca50u50led 50 inch (127 cm) led 4k tv,Candy,ca50u50led 5,50,29990,Affordable,4K,3840x2160,Silver,3840,2160,88.12,candy
lg oled48a3psa 48 inch (121 cm) oled 4k tv,Lg,oled48a3psa 4,48,79990,High-end,4K,3840x2160,Black,3840,2160,91.79,lg
lg 32lk526bpta 32 inch (81 cm) led hd-ready tv,Lg,32lk526bpta 3,32,19900,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lg
sansui jsy24nshd 24 inch (60 cm) led hd-ready tv,Sansui,jsy24nshd 2,24,7999,Budget,HD-Ready,1366x768,Black,1366,768,65.3,sansui
samsung ua32t4350ak 32 inch (81 cm) led hd-ready tv,Samsung,ua32t4350ak 3,32,21790,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
adsun a-4300s/f 43 inch (109 cm) led full hd tv,Adsun,a-4300s/f 4,43,23899,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,adsun
samsung ua32t4050ar 32 inch (81 cm) led hd-ready tv,Samsung,ua32t4050ar 3,32,17290,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
xelectron 32xetv 32 inch (81 cm) led hd-ready tv,Xelectron,32xetv 3,32,8999,Budget,HD-Ready,1366x768,Black,1366,768,48.97,xelectron
xelectron 43xetv 43 inch (109 cm) led 4k tv,Xelectron,43xetv 4,43,18999,Affordable,4K,3840x2160,Black,3840,2160,102.46,xelectron
tcl 65c635 65 inch (165 cm) qled 4k tv,Tcl,65c635 6,65,164990,Premium,4K,3840x2160,Black,3840,2160,67.78,tcl
onida nexg 32hit 32 inch (81 cm) led hd-ready tv,Onida,nexg 32hit 3,32,11999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,onida
sony bravia kd-43x70l 43 inch (109 cm) led 4k tv,Sony,bravia kd-43x70l 4,43,43690,Mid-range,4K,3840x2160,Black,3840,2160,102.46,sony
dyanora omega dy-ld65u2s-001 65 inch (165 cm) led 4k tv,Dyanora,omega dy-ld65u2s-001 6,65,46999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,dyanora
dyanora dy-ld40h3s 40 inch (101 cm) led hd-ready tv,Dyanora,dy-ld40h3s 4,40,13499,Affordable,HD-Ready,1366x768,Black,1366,768,39.18,dyanora
croma crel040fof024601 40 inch (101 cm) led full hd tv,Croma,crel040fof024601 4,40,20990,Affordable,Full HD,1920x1080,Black,1920,1080,55.07,croma
lg 43lm6360ptb 43 inch (109 cm) led full hd tv,Lg,43lm6360ptb 4,43,43000,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,lg
dyanora sigma dy-ld43f4s 43 inch (109 cm) led full hd tv,Dyanora,sigma dy-ld43f4s 4,43,14499,Affordable,Full HD,1920x1080,56 x 30 mm,1920,1080,51.23,dyanora
samsung ua32t4410ak 32 inch (81 cm) led hd-ready tv,Samsung,ua32t4410ak 3,32,20690,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
samsung qa55qn90aak 55 inch (139 cm) qled 4k tv,Samsung,qa55qn90aak 5,55,119990,Premium,4K,3840x2160,Other,3840,2160,80.11,samsung
philips 43pft6815/94 43 inch (109 cm) led full hd tv,Philips,43pft6815/94 4,43,26989,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,philips
sony bravia xr-65x90j 65 inch (165 cm) led 4k tv,Sony,bravia xr-65x90j 6,65,139990,Premium,4K,3840x2160,Black,3840,2160,67.78,sony
samsung ua43t5350ak 43 inch (109 cm) led full hd tv,Samsung,ua43t5350ak 4,43,34990,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,samsung
acer w series ar55ar2851qd 55 inch (139 cm) qled 4k tv,Acer,w series ar55ar2851qd 5,55,46999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,acer
sony bravia kd-55x85j 55 inch (139 cm) led 4k tv,Sony,bravia kd-55x85j 5,55,79990,High-end,4K,3840x2160,Black,3840,2160,80.11,sony
tcl 43s5200 43 inch (109 cm) led full hd tv,Tcl,43s5200 4,43,22401,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,tcl
sony bravia kd-65x85j 65 inch (165 cm) led 4k tv,Sony,bravia kd-65x85j 6,65,175640,Premium,4K,3840x2160,Silver,3840,2160,67.78,sony
tcl 55p725 55 inch (139 cm) led 4k tv,Tcl,55p725 5,55,39988,Mid-range,4K,3840x2160,Black,3840,2160,80.11,tcl
haier le43k6600uga 43 inch (109 cm) led 4k tv,Haier,le43k6600uga 4,43,33999,Mid-range,4K,3840x2160,Black,3840,2160,102.46,haier
haier l43eg 43 inch (109 cm) led 4k tv,Haier,l43eg 4,43,32990,Mid-range,4K,3840x2160,Grey,3840,2160,102.46,haier
haier l55eg 55 inch (139 cm) led 4k tv,Haier,l55eg 5,55,44990,Mid-range,4K,3840x2160,Grey,3840,2160,80.11,haier
tcl l65p2mus 65 inch (165 cm) led 4k tv,Tcl,l65p2mus 6,65,79999,High-end,4K,3840x2160,Black,3840,2160,67.78,tcl
haier l65eg 65 inch (165 cm) led 4k tv,Haier,l65eg 6,65,64990,High-end,4K,3840x2160,Grey,3840,2160,67.78,haier
power guard pg32n 32 inch (81 cm) led hd-ready tv,Power,guard pg32n 3,32,7499,Budget,HD-Ready,1366x768,Black,1366,768,48.97,power
hyundai smthy32hdb52yw 32 inch (81 cm) led hd-ready tv,Hyundai,smthy32hdb52yw 3,32,11490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,hyundai
sony bravia kd-50x80l 50 inch (127 cm) led 4k tv,Sony,bravia kd-50x80l 5,50,75990,High-end,4K,3840x2160,Black,3840,2160,88.12,sony
sony bravia kd-43x80l 43 inch (109 cm) led 4k tv,Sony,bravia kd-43x80l 4,43,66490,High-end,4K,3840x2160,Black,3840,2160,102.46,sony
toshiba 55u7980 55 inch (139 cm) led 4k tv,Toshiba,55u7980 5,55,48999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,toshiba
sony bravia kd-50x70l 50 inch (127 cm) led 4k tv,Sony,bravia kd-50x70l 5,50,55090,Mid-range,4K,3840x2160,Black,3840,2160,88.12,sony
power guard pg32s1 32 inch (81 cm) led hd-ready tv,Power,guard pg32s1 3,32,9499,Budget,HD-Ready,1366x768,Black,1366,768,48.97,power
samsung ua32t4310ak 32 inch (81 cm) led hd-ready tv,Samsung,ua32t4310ak 3,32,20290,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
tcl 65p615 65 inch (165 cm) led 4k tv,Tcl,65p615 6,65,58990,Mid-range,4K,3840x2160,Black,3840,2160,67.78,tcl
sony bravia kd-85x80l 85 inch (215 cm) led 4k tv,Sony,bravia kd-85x80l 8,85,284990,Luxury,4K,3840x2160,Black,3840,2160,51.83,sony
lg oled55cxpta 55 inch (139 cm) oled 4k tv,Lg,oled55cxpta 5,55,121864,Premium,4K,3840x2160,Black,3840,2160,80.11,lg
tcl 55c755 55 inch (139 cm) qd-mini led 4k tv,Tcl,55c755 5,55,79990,High-end,Mini LED 4K,3840x2160,Black,3840,2160,80.11,tcl
tcl 75c755 75 inch (190 cm) qd-mini led 4k tv,Tcl,75c755 7,75,159990,Premium,Mini LED 4K,3840x2160,Black,3840,2160,58.74,tcl
dyanora dy-ld43f2s 43 inch (109 cm) led full hd tv,Dyanora,dy-ld43f2s 4,43,15499,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,dyanora
lloyd 50qs850e 50 inch (127 cm) qled 4k tv,Lloyd,50qs850e 5,50,38990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,lloyd
lloyd 43qs850e 43 inch (109 cm) qled 4k tv,Lloyd,43qs850e 4,43,29999,Affordable,4K,3840x2160,Black,3840,2160,102.46,lloyd
lloyd 55qs850e 55 inch (139 cm) qled 4k tv,Lloyd,55qs850e 5,55,44990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lloyd
croma crel7365 43 inch (109 cm) led full hd tv,Croma,crel7365 4,43,23990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,croma
tcl 85c755 85 inch (215 cm) qd-mini led 4k tv,Tcl,85c755 8,85,259990,Luxury,Mini LED 4K,3840x2160,Black,3840,2160,51.83,tcl
tcl 65c755 65 inch (165 cm) qd-mini led 4k tv,Tcl,65c755 6,65,109990,Premium,Mini LED 4K,3840x2160,Black,3840,2160,67.78,tcl
sony bravia xr-65x90l 65 inch (165 cm) led 4k tv,Sony,bravia xr-65x90l 6,65,156740,Premium,4K,3840x2160,Black,3840,2160,67.78,sony
sony bravia xr-75x90l 75 inch (190 cm) led 4k tv,Sony,bravia xr-75x90l 7,75,251740,Luxury,4K,3840x2160,Black,3840,2160,58.74,sony
sony bravia xr-55x90l 55 inch (139 cm) led 4k tv,Sony,bravia xr-55x90l 5,55,118740,Premium,4K,3840x2160,Black,3840,2160,80.11,sony
samsung ua43t5450ak 43 inch (109 cm) led full hd tv,Samsung,ua43t5450ak 4,43,26990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,samsung
sony bravia kd-55x9000h 55 inch (139 cm) led 4k tv,Sony,bravia kd-55x9000h 5,55,94147,High-end,4K,3840x2160,Black,3840,2160,80.11,sony
power guard pg43fsvc 43 inch (109 cm) led full hd tv,Power,guard pg43fsvc 4,43,18999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,power
power guard pg55f4k 55 inch (139 cm) led 4k tv,Power,guard pg55f4k 5,55,31899,Mid-range,4K,3840x2160,Black,3840,2160,80.11,power
power guard pg50f4k 50 inch (127 cm) led 4k tv,Power,guard pg50f4k 5,50,26999,Affordable,4K,3840x2160,Black,3840,2160,88.12,power
detel di55ska 55 inch (139 cm) led 4k tv,Detel,di55ska 5,55,89999,High-end,4K,3840x2160,Black,3840,2160,80.11,detel
marq 32hdgdqbsxp 32 inch (81 cm) led hd-ready tv,Marq,32hdgdqbsxp 3,32,9999,Budget,HD-Ready,1366x768,Black,1366,768,48.97,marq
candy ca6560cqled 65 inch (165 cm) qled 4k tv,Candy,ca6560cqled 6,65,52990,Mid-range,4K,3840x2160,Black,3840,2160,67.78,candy
lg 43um7790pta 43 inch (109 cm) led 4k tv,Lg,43um7790pta 4,43,41990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
candy ca43c9 43 inch (109 cm) led full hd tv,Candy,ca43c9 4,43,17990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,candy
sony bravia xr-65a95k 65 inch (165 cm) oled 4k tv,Sony,bravia xr-65a95k 6,65,309990,Luxury,4K,3840x2160,Other,3840,2160,67.78,sony
samsung ua32n4000ak 32 inch (81 cm) led hd-ready tv,Samsung,ua32n4000ak 3,32,13633,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
samsung ua32n4003ar 32 inch (81 cm) led hd-ready tv,Samsung,ua32n4003ar 3,32,13633,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
lg oled65bxpta 65 inch (165 cm) oled 4k tv,Lg,oled65bxpta 6,65,183080,Premium,4K,3840x2160,Black,3840,2160,67.78,lg
hyundai uhdhy55wsr4byi5 55 inch (139 cm) led 4k tv,Hyundai,uhdhy55wsr4byi5 5,55,35999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,hyundai
lg 32lq636bpsa 32 inch (81 cm) led hd-ready tv,Lg,32lq636bpsa 3,32,21400,Affordable,HD-Ready,1366x768,White,1366,768,48.97,lg
lg 55nano80tna 55 inch (139 cm) led 4k tv,Lg,55nano80tna 5,55,54990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
vu 75-qdv 75 inch (190 cm) led 4k tv,Vu,75-qdv 7,75,98141,High-end,4K,3840x2160,Black,3840,2160,58.74,vu
lg 32lq570bpsa 32 inch (81 cm) led hd-ready tv,Lg,32lq570bpsa 3,32,16490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lg
lg 55lh600t 55 inch (139 cm) led full hd tv,Lg,55lh600t 5,55,84490,High-end,Full HD,1920x1080,Black,1920,1080,40.05,lg
hyundai smthy43fhdb52vryvt 43 inch (109 cm) led full hd tv,Hyundai,smthy43fhdb52vryvt 4,43,17990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,hyundai
lg 50um7700pta 50 inch (127 cm) led 4k tv,Lg,50um7700pta 5,50,54999,Mid-range,4K,3840x2160,Black,3840,2160,88.12,lg
lg 55sk8500pta 55 inch (139 cm) led 4k tv,Lg,55sk8500pta 5,55,112011,Premium,4K,3840x2160,Black,3840,2160,80.11,lg
lg oled55c2psc 55 inch (139 cm) oled evo 4k tv,Lg,oled55c2psc 5,55,119990,Premium,EVO 4K,3840x2160,Black,3840,2160,80.11,lg
lg oled42c2psa 42 inch (106 cm) oled 4k tv,Lg,oled42c2psa 4,42,87990,High-end,4K,3840x2160,Black,3840,2160,104.9,lg
lg 55nano86tna 55 inch (139 cm) led 4k tv,Lg,55nano86tna 5,55,81800,High-end,4K,3840x2160,Black,3840,2160,80.11,lg
nokia 65cauhdn 65 inch (165 cm) led 4k tv,Nokia,65cauhdn 6,65,64999,High-end,4K,3840x2160,Black,3840,2160,67.78,nokia
samsung ua55tu8000k 55 inch (139 cm) led 4k tv,Samsung,ua55tu8000k 5,55,54990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,samsung
lg 32lm576bptc 32 inch (81 cm) led hd-ready tv,Lg,32lm576bptc 3,32,23247,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lg
lg oled48c2psa 48 inch (121 cm) oled 4k tv,Lg,oled48c2psa 4,48,94891,High-end,4K,3840x2160,Black,3840,2160,91.79,lg
lg 43up7740ptz 43 inch (109 cm) led 4k tv,Lg,43up7740ptz 4,43,36990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
sansui jsw70asuhdff 70 inch (177 cm) led 4k tv,Sansui,jsw70asuhdff 7,70,65402,High-end,4K,3840x2160,Other,3840,2160,62.94,sansui
lg oled55b9pta 55 inch (139 cm) oled 4k tv,Lg,oled55b9pta 5,55,125990,Premium,4K,3840x2160,Black,3840,2160,80.11,lg
lg oled55c9pta 55 inch (139 cm) oled 4k tv,Lg,oled55c9pta 5,55,149999,Premium,4K,3840x2160,Black,3840,2160,80.11,lg
samsung ua32n4100ar 32 inch (81 cm) led hd-ready tv,Samsung,ua32n4100ar 3,32,13633,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
samsung ua49nu7100k 49 inch (124 cm) led 4k tv,Samsung,ua49nu7100k 4,49,64499,High-end,4K,3840x2160,Black,3840,2160,89.91,samsung
